Transaction ID,Customer ID,Category,Sub Category,Product Name
2622,C1722,"Bakery,Cakes and Dairy",Dairy Products,hard cheese
2622,C1722,Fruits and Vegetables,Fresh Vegetables,frozen vegetables
2623,C1723,"Egg, Meat and Fish",Meat Products,sausage
2623,C1723,Beverages,Fruit Juice & Drinks,beverages
2623,C1723,"Bakery,Cakes and Dairy",Dairy Products,sliced cheese
2623,C1723,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2624,C1724,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2624,C1724,Beverages,Energy and Soft Drinks,soda
2624,C1724,Snacks and Branded Foods,Biscuits and Cookies,waffles
2625,C1725,Beverages,Energy and Soft Drinks,misc. beverages
2625,C1725,Snacks and Branded Foods,Chocolates and Candies,chocolate
2626,C1726,"Bakery,Cakes and Dairy",Cakes and Pastries,pastry
2626,C1726,"Bakery,Cakes and Dairy",Bakery Products,long life bakery product
2627,C1727,Beverages,Energy and Soft Drinks,soda
2627,C1727,Beverages,Fruit Juice & Drinks,fruit/vegetable juice
2628,C1728,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2629,C1729,"Egg, Meat and Fish",Eggs,domestic eggs
2629,C1729,"Bakery,Cakes and Dairy",Bakery Products,long life bakery product
2630,C1730,Beverages,Energy and Soft Drinks,soda
2631,C1731,Fruits and Vegetables,Fresh Fruits,pip fruit
2632,C1732,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2632,C1732,"Bakery,Cakes and Dairy",Dairy Products,UHT-milk
2632,C1732,"Egg, Meat and Fish",Eggs,domestic eggs
2632,C1732,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2633,C1733,"Egg, Meat and Fish",Meat Products,frankfurter
2633,C1733,"Egg, Meat and Fish",Meat Products,pork
2633,C1733,Fruits and Vegetables,Fresh Fruits,pip fruit
2634,C1734,Snacks and Branded Foods,Chocolates and Candies,specialty chocolate
2635,C1735,"Egg, Meat and Fish",Meat Products,sausage
2635,C1735,"Bakery,Cakes and Dairy",Bakery Products,white bread
2636,C1736,"Food Grains, Oil and Masala",Edible Oil and Ghee,oil
2637,C1737,Fruits and Vegetables,Fresh Fruits,tropical fruit
2637,C1737,Fruits and Vegetables,Fresh Fruits,pip fruit
2637,C1737,Beverages,Energy and Soft Drinks,soda
2638,C1738,Fruits and Vegetables,Fresh Fruits,citrus fruit
2638,C1738,Fruits and Vegetables,Fresh Vegetables,other vegetables
2638,C1738,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2639,C1739,Personal Care,Feminine Hygiene,napkins
2640,C1740,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2640,C1740,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2641,C1741,Beverages,Coffee,coffee
2642,C1742,Fruits and Vegetables,Fresh Fruits,tropical fruit
2647,C1747,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2647,C1747,"Bakery,Cakes and Dairy",Dairy Products,margarine
2648,C1748,"Bakery,Cakes and Dairy",Cakes and Pastries,pastry
2649,C1749,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2649,C1749,"Bakery,Cakes and Dairy",Icecream and Dessert,dessert
2650,C1750,Fruits and Vegetables,Fresh Fruits,grapes
2650,C1750,Fruits and Vegetables,Fresh Vegetables,root vegetables
2650,C1750,Fruits and Vegetables,Fresh Vegetables,other vegetables
2650,C1750,"Bakery,Cakes and Dairy",Bakery Products,roll products
2650,C1750,Snacks and Branded Foods,"Noodle, Pasta, Vermicelli",pasta
2650,C1750,"Food Grains, Oil and Masala",Edible Oil and Ghee,oil
2650,C1750,"Bakery,Cakes and Dairy",Dairy Products,margarine
2650,C1750,Beverages,Coffee,coffee
2650,C1750,Beverages,Water,bottled water
2650,C1750,Cleaning and Household,Detergent and Dishwash,detergent
2651,C1751,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2652,C1752,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2652,C1752,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2653,C1753,Fruits and Vegetables,Fresh Vegetables,root vegetables
2653,C1753,Fruits and Vegetables,Fresh Vegetables,other vegetables
2653,C1753,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2653,C1753,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2653,C1753,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2653,C1753,Snacks and Branded Foods,Chocolates and Candies,chewing gum
2654,C1754,"Bakery,Cakes and Dairy",Cakes and Pastries,pastry
2656,C1756,"Egg, Meat and Fish",Meat Products,sausage
2657,C1757,Fruits and Vegetables,Fresh Fruits,tropical fruit
2657,C1757,Fruits and Vegetables,Fresh Vegetables,other vegetables
2657,C1757,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2657,C1757,"Bakery,Cakes and Dairy",Dairy Products,spread cheese
2657,C1757,Beverages,Energy and Soft Drinks,soda
2658,C1758,"Egg, Meat and Fish",Meat Products,frankfurter
2658,C1758,Fruits and Vegetables,Fresh Fruits,citrus fruit
2658,C1758,Fruits and Vegetables,Fresh Fruits,tropical fruit
2658,C1758,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2658,C1758,"Bakery,Cakes and Dairy",Dairy Products,butter
2658,C1758,"Bakery,Cakes and Dairy",Dairy Products,whipped/sour cream
2659,C1759,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2660,C1760,"Egg, Meat and Fish",Meat Products,frankfurter
2660,C1760,Fruits and Vegetables,Fresh Fruits,pip fruit
2660,C1760,Fruits and Vegetables,Fresh Vegetables,other vegetables
2660,C1760,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2661,C1761,"Egg, Meat and Fish",Meat Products,sausage
2661,C1761,Fruits and Vegetables,Fresh Vegetables,other vegetables
2662,C1762,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2662,C1762,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2663,C1763,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2664,C1764,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2664,C1764,Fruits and Vegetables,Fresh Vegetables,frozen vegetables
2665,C1765,Fruits and Vegetables,Fresh Fruits,pip fruit
2665,C1765,"Food Grains, Oil and Masala",Masalas and Spices,herbs
2665,C1765,Fruits and Vegetables,Fresh Vegetables,other vegetables
2665,C1765,"Bakery,Cakes and Dairy",Dairy Products,butter
2665,C1765,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2665,C1765,"Bakery,Cakes and Dairy",Bakery Products,white bread
2665,C1765,"Food Grains, Oil and Masala",Edible Oil and Ghee,oil
2665,C1765,"Egg, Meat and Fish",Fish Products,canned fish
2665,C1765,Beverages,Energy and Soft Drinks,soda
2666,C1766,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2666,C1766,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2666,C1766,"Bakery,Cakes and Dairy",Bakery Products,white bread
2667,C1767,"Egg, Meat and Fish",Meat Products,beef
2667,C1767,Fruits and Vegetables,Fresh Fruits,citrus fruit
2667,C1767,Fruits and Vegetables,Fresh Fruits,pip fruit
2667,C1767,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2667,C1767,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2667,C1767,"Food Grains, Oil and Masala","Atta, Flour and Sooji",flour
2667,C1767,"Bakery,Cakes and Dairy",Dairy Products,margarine
2667,C1767,Snacks and Branded Foods,Ready to cook and eat,soups
2667,C1767,Beverages,Water,bottled water
2668,C1768,"Egg, Meat and Fish",Eggs,domestic eggs
2668,C1768,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2668,C1768,Beverages,Energy and Soft Drinks,soda
2669,C1769,Beverages,Energy and Soft Drinks,soda
2669,C1769,Snacks and Branded Foods,Biscuits and Cookies,waffles
2670,C1770,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2670,C1770,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2670,C1770,Beverages,Fruit Juice & Drinks,beverages
2670,C1770,"Food Grains, Oil and Masala",Masalas and Spices,mustard
2670,C1770,Beverages,Water,bottled water
2671,C1771,Fruits and Vegetables,Fresh Fruits,pip fruit
2671,C1771,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2671,C1771,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2671,C1771,Snacks and Branded Foods,Spreads and Sauces,honey
2672,C1772,"Bakery,Cakes and Dairy",Dairy Products,curd
2672,C1772,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2672,C1772,Snacks and Branded Foods,Spreads and Sauces,mayonnaise
2672,C1772,"Bakery,Cakes and Dairy",Bakery Products,brown bread
2672,C1772,"Bakery,Cakes and Dairy",Dairy Products,margarine
2672,C1772,"Food Grains, Oil and Masala","Salt, Sugar and Jaggery",sugar
2672,C1772,Snacks and Branded Foods,Spreads and Sauces,ketchup
2672,C1772,Cleaning and Household,Detergent and Dishwash,dish cleaner
2673,C1773,Beverages,Water,bottled water
2674,C1774,"Bakery,Cakes and Dairy",Dairy Products,butter milk
2674,C1774,Beverages,Coffee,coffee
2675,C1775,"Egg, Meat and Fish",Meat Products,pork
2675,C1775,Fruits and Vegetables,Fresh Vegetables,other vegetables
2676,C1776,"Egg, Meat and Fish",Meat Products,pork
2676,C1776,Fruits and Vegetables,Fresh Vegetables,onions
2677,C1777,"Egg, Meat and Fish",Meat Products,turkey
2677,C1777,Fruits and Vegetables,Fresh Vegetables,other vegetables
2677,C1777,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2677,C1777,"Food Grains, Oil and Masala",Edible Oil and Ghee,oil
2677,C1777,Beverages,Coffee,instant coffee
2678,C1778,"Bakery,Cakes and Dairy",Dairy Products,cream cheese
2678,C1778,Beverages,Energy and Soft Drinks,soda
2679,C1779,Fruits and Vegetables,Fresh Fruits,tropical fruit
2679,C1779,Fruits and Vegetables,Fresh Fruits,berries
2679,C1779,Fruits and Vegetables,Fresh Vegetables,root vegetables
2679,C1779,Fruits and Vegetables,Fresh Vegetables,other vegetables
2679,C1779,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2679,C1779,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2680,C1780,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2681,C1781,Fruits and Vegetables,Fresh Fruits,citrus fruit
2681,C1781,Fruits and Vegetables,Fresh Vegetables,other vegetables
2681,C1781,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2681,C1781,"Bakery,Cakes and Dairy",Dairy Products,margarine
2682,C1782,"Egg, Meat and Fish",Meat Products,frankfurter
2682,C1782,"Egg, Meat and Fish",Meat Products,sausage
2682,C1782,Fruits and Vegetables,Fresh Vegetables,root vegetables
2682,C1782,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2682,C1782,Snacks and Branded Foods,Spreads and Sauces,mayonnaise
2682,C1782,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2682,C1782,"Bakery,Cakes and Dairy",Bakery Products,brown bread
2682,C1782,"Bakery,Cakes and Dairy",Bakery Products,roll products
2682,C1782,"Bakery,Cakes and Dairy",Dairy Products,margarine
2682,C1782,Beverages,Coffee,coffee
2683,C1783,"Bakery,Cakes and Dairy",Dairy Products,whipped/sour cream
2684,C1784,Fruits and Vegetables,Fresh Fruits,tropical fruit
2684,C1784,"Bakery,Cakes and Dairy",Dairy Products,butter
2684,C1784,"Bakery,Cakes and Dairy",Dairy Products,butter milk
2684,C1784,"Bakery,Cakes and Dairy",Bakery Products,brown bread
2684,C1784,"Bakery,Cakes and Dairy",Bakery Products,long life bakery product
2685,C1785,"Egg, Meat and Fish",Meat Products,frankfurter
2685,C1785,Fruits and Vegetables,Fresh Fruits,pip fruit
2685,C1785,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2685,C1785,Beverages,Water,bottled water
2686,C1786,"Egg, Meat and Fish",Meat Products,sausage
2686,C1786,Fruits and Vegetables,Fresh Fruits,tropical fruit
2686,C1786,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2686,C1786,"Bakery,Cakes and Dairy",Dairy Products,processed cheese
2686,C1786,Fruits and Vegetables,Fresh Vegetables,frozen vegetables
2686,C1786,"Egg, Meat and Fish",Eggs,domestic eggs
2686,C1786,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2686,C1786,"Bakery,Cakes and Dairy",Bakery Products,white bread
2686,C1786,"Food Grains, Oil and Masala",Rice and Rice Products,rice
2686,C1786,Beverages,Energy and Soft Drinks,soda
2686,C1786,Cleaning and Household,Detergent and Dishwash,detergent
2686,C1786,Cleaning and Household,All purpose cleaner,softener
2686,C1786,Household and Personal Care,Cleaning Products,decalcifier
2686,C1786,Personal Care,Feminine Hygiene,napkins
2687,C1787,"Egg, Meat and Fish",Meat Products,sausage
2687,C1787,Fruits and Vegetables,Fresh Fruits,citrus fruit
2687,C1787,Fruits and Vegetables,Fresh Fruits,tropical fruit
2687,C1787,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2687,C1787,Beverages,Water,bottled water
2687,C1787,Cleaning and Household,Detergent and Dishwash,detergent
2688,C1788,"Egg, Meat and Fish",Meat Products,sausage
2688,C1788,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2688,C1788,Beverages,Energy and Soft Drinks,soda
2689,C1789,"Bakery,Cakes and Dairy",Dairy Products,sliced cheese
2689,C1789,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2689,C1789,"Bakery,Cakes and Dairy",Dairy Products,margarine
2689,C1789,Beverages,Energy and Soft Drinks,soda
2690,C1790,Snacks and Branded Foods,Chocolates and Candies,candy
2691,C1791,Fruits and Vegetables,Fresh Fruits,tropical fruit
2691,C1791,Fruits and Vegetables,Fresh Fruits,berries
2691,C1791,Fruits and Vegetables,Fresh Fruits,pickled vegetables
2691,C1791,"Kitchen, Garden and Pets",Pet Food and Accessories,pet care
2691,C1791,Beverages,Energy and Soft Drinks,soda
2692,C1792,Fruits and Vegetables,Fresh Fruits,pip fruit
2692,C1792,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2692,C1792,"Bakery,Cakes and Dairy",Dairy Products,butter milk
2692,C1792,"Bakery,Cakes and Dairy",Dairy Products,cream cheese
2692,C1792,"Egg, Meat and Fish",Eggs,domestic eggs
2692,C1792,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2692,C1792,"Bakery,Cakes and Dairy",Bakery Products,brown bread
2693,C1793,Fruits and Vegetables,Fresh Fruits,citrus fruit
2693,C1793,Fruits and Vegetables,Fresh Fruits,tropical fruit
2693,C1793,Fruits and Vegetables,Fresh Fruits,grapes
2693,C1793,"Bakery,Cakes and Dairy",Icecream and Dessert,dessert
2693,C1793,"Bakery,Cakes and Dairy",Dairy Products,cream cheese
2693,C1793,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2693,C1793,Beverages,Water,bottled water
2693,C1793,Beverages,Fruit Juice & Drinks,fruit/vegetable juice
2694,C1794,"Egg, Meat and Fish",Meat Products,hamburger meat
2694,C1794,Fruits and Vegetables,Fresh Fruits,pip fruit
2694,C1794,Fruits and Vegetables,Fresh Vegetables,other vegetables
2694,C1794,"Bakery,Cakes and Dairy",Dairy Products,butter
2694,C1794,"Bakery,Cakes and Dairy",Dairy Products,cream cheese
2694,C1794,Snacks and Branded Foods,Spreads and Sauces,mayonnaise
2694,C1794,"Egg, Meat and Fish",Eggs,domestic eggs
2694,C1794,"Bakery,Cakes and Dairy",Cakes and Pastries,pastry
2694,C1794,"Food Grains, Oil and Masala",Rice and Rice Products,rice
2694,C1794,"Bakery,Cakes and Dairy",Dairy Products,margarine
2694,C1794,Fruits and Vegetables,Fresh Fruits,canned fruit
2694,C1794,"Egg, Meat and Fish",Fish Products,canned fish
2694,C1794,Beverages,Coffee,coffee
2694,C1794,Beverages,Tea,tea
2695,C1795,Fruits and Vegetables,Fresh Vegetables,other vegetables
2695,C1795,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2695,C1795,"Bakery,Cakes and Dairy",Dairy Products,curd
2695,C1795,"Bakery,Cakes and Dairy",Dairy Products,spread cheese
2695,C1795,"Bakery,Cakes and Dairy",Dairy Products,curd cheese
2695,C1795,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2695,C1795,"Bakery,Cakes and Dairy",Bakery Products,brown bread
2695,C1795,Snacks and Branded Foods,"Noodle, Pasta, Vermicelli",Instant food products
2695,C1795,Beverages,Coffee,coffee
2696,C1796,"Food Grains, Oil and Masala",Dry Fruits,nuts/prunes
2696,C1796,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2696,C1796,Beverages,Energy and Soft Drinks,soda
2697,C1797,"Egg, Meat and Fish",Meat Products,beef
2697,C1797,Fruits and Vegetables,Fresh Vegetables,other vegetables
2698,C1798,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2699,C1799,"Bakery,Cakes and Dairy",Dairy Products,butter
2700,C1800,Personal Care,Feminine Hygiene,napkins
2701,C1801,"Egg, Meat and Fish",Meat Products,beef
2701,C1801,Fruits and Vegetables,Fresh Vegetables,root vegetables
2701,C1801,"Bakery,Cakes and Dairy",Dairy Products,margarine
2701,C1801,Beverages,Water,bottled water
2701,C1801,Beverages,Energy and Soft Drinks,soda
2702,C1802,"Egg, Meat and Fish",Meat Products,frankfurter
2702,C1802,"Egg, Meat and Fish",Meat Products,hamburger meat
2703,C1803,"Egg, Meat and Fish",Meat Products,meat
2703,C1803,Fruits and Vegetables,Fresh Fruits,citrus fruit
2703,C1803,Fruits and Vegetables,Fresh Vegetables,other vegetables
2704,C1804,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2704,C1804,"Bakery,Cakes and Dairy",Dairy Products,curd
2704,C1804,Snacks and Branded Foods,Spreads and Sauces,mayonnaise
2704,C1804,"Bakery,Cakes and Dairy",Cakes and Pastries,pastry
2704,C1804,"Food Grains, Oil and Masala","Atta, Flour and Sooji",flour
2704,C1804,"Egg, Meat and Fish",Fish Products,canned fish
2704,C1804,Snacks and Branded Foods,Biscuits and Cookies,waffles
2705,C1805,"Egg, Meat and Fish",Meat Products,sausage
2705,C1805,Fruits and Vegetables,Fresh Vegetables,other vegetables
2705,C1805,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2705,C1805,Beverages,Energy and Soft Drinks,soda
2706,C1806,"Egg, Meat and Fish",Meat Products,sausage
2706,C1806,Fruits and Vegetables,Fresh Vegetables,other vegetables
2707,C1807,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2707,C1807,Beverages,Energy and Soft Drinks,soda
2708,C1808,Fruits and Vegetables,Fresh Vegetables,root vegetables
2708,C1808,"Bakery,Cakes and Dairy",Bakery Products,white bread
2708,C1808,"Food Grains, Oil and Masala","Salt, Sugar and Jaggery",sugar
2709,C1809,"Egg, Meat and Fish",Meat Products,sausage
2709,C1809,Fruits and Vegetables,Fresh Vegetables,root vegetables
2709,C1809,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2709,C1809,"Bakery,Cakes and Dairy",Dairy Products,butter
2709,C1809,Beverages,Energy and Soft Drinks,misc. beverages
2710,C1810,"Egg, Meat and Fish",Meat Products,sausage
2710,C1810,Fruits and Vegetables,Fresh Vegetables,root vegetables
2710,C1810,Fruits and Vegetables,Fresh Vegetables,other vegetables
2710,C1810,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2710,C1810,"Bakery,Cakes and Dairy",Dairy Products,curd
2710,C1810,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2710,C1810,"Bakery,Cakes and Dairy",Dairy Products,hard cheese
2710,C1810,"Bakery,Cakes and Dairy",Bakery Products,white bread
2711,C1811,"Egg, Meat and Fish",Meat Products,meat
2711,C1811,"Egg, Meat and Fish",Meat Products,pork
2711,C1811,Fruits and Vegetables,Fresh Vegetables,onions
2711,C1811,"Food Grains, Oil and Masala",Masalas and Spices,salad dressing
2711,C1811,"Egg, Meat and Fish",Eggs,domestic eggs
2711,C1811,"Bakery,Cakes and Dairy",Bakery Products,white bread
2711,C1811,"Food Grains, Oil and Masala","Atta, Flour and Sooji",flour
2711,C1811,"Food Grains, Oil and Masala","Salt, Sugar and Jaggery",salt
2712,C1812,"Egg, Meat and Fish",Meat Products,sausage
2712,C1812,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2712,C1812,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2712,C1812,"Bakery,Cakes and Dairy",Cakes and Pastries,pastry
2712,C1812,Beverages,Water,bottled water
2712,C1812,Beverages,Energy and Soft Drinks,soda
2712,C1812,Beauty and Grooming,Makeup,male cosmetics
2712,C1812,"Kitchen, Garden and Pets",Gardening,flower (seeds)
2713,C1813,Fruits and Vegetables,Fresh Fruits,citrus fruit
2714,C1814,Snacks and Branded Foods,Chocolates and Candies,chocolate
2714,C1814,Snacks and Branded Foods,Chocolates and Candies,candy
2715,C1815,Beverages,Coffee,coffee
2716,C1816,"Egg, Meat and Fish",Meat Products,sausage
2716,C1816,Fruits and Vegetables,Fresh Fruits,tropical fruit
2716,C1816,Fruits and Vegetables,Fresh Fruits,pip fruit
2716,C1816,Fruits and Vegetables,Fresh Vegetables,other vegetables
2716,C1816,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2716,C1816,"Bakery,Cakes and Dairy",Dairy Products,curd
2716,C1816,"Bakery,Cakes and Dairy",Icecream and Dessert,dessert
2716,C1816,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2716,C1816,"Bakery,Cakes and Dairy",Dairy Products,whipped/sour cream
2716,C1816,"Bakery,Cakes and Dairy",Dairy Products,cream cheese
2716,C1816,"Bakery,Cakes and Dairy",Bakery Products,brown bread
2716,C1816,Cleaning and Household,Detergent and Dishwash,detergent
2717,C1817,"Egg, Meat and Fish",Meat Products,beef
2717,C1817,Fruits and Vegetables,Fresh Fruits,citrus fruit
2717,C1817,Fruits and Vegetables,Fresh Fruits,tropical fruit
2717,C1817,Fruits and Vegetables,Fresh Fruits,pip fruit
2717,C1817,"Bakery,Cakes and Dairy",Icecream and Dessert,dessert
2717,C1817,"Bakery,Cakes and Dairy",Dairy Products,cream cheese
2717,C1817,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2717,C1817,Snacks and Branded Foods,Chocolates and Candies,chocolate
2718,C1818,Fruits and Vegetables,Fresh Fruits,berries
2718,C1818,Fruits and Vegetables,Fresh Vegetables,other vegetables
2718,C1818,"Bakery,Cakes and Dairy",Dairy Products,butter milk
2718,C1818,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2718,C1818,"Bakery,Cakes and Dairy",Dairy Products,sliced cheese
2718,C1818,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2718,C1818,Beverages,Energy and Soft Drinks,soda
2719,C1819,"Food Grains, Oil and Masala",Edible Oil and Ghee,oil
2719,C1819,Beverages,Water,bottled water
2719,C1819,"Kitchen, Garden and Pets",Gardening,flower (seeds)
2720,C1820,"Egg, Meat and Fish",Meat Products,beef
2720,C1820,"Food Grains, Oil and Masala",Masalas and Spices,herbs
2720,C1820,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2721,C1821,"Egg, Meat and Fish",Meat Products,sausage
2721,C1821,"Egg, Meat and Fish",Meat Products,meat
2721,C1821,Fruits and Vegetables,Fresh Vegetables,root vegetables
2721,C1821,Fruits and Vegetables,Fresh Vegetables,other vegetables
2721,C1821,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2721,C1821,"Bakery,Cakes and Dairy",Dairy Products,butter milk
2721,C1821,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2721,C1821,"Bakery,Cakes and Dairy",Cakes and Pastries,pastry
2721,C1821,Snacks and Branded Foods,Biscuits and Cookies,waffles
2722,C1822,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2723,C1823,"Egg, Meat and Fish",Meat Products,frankfurter
2723,C1823,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2723,C1823,Beverages,Fruit Juice & Drinks,fruit/vegetable juice
2724,C1824,"Egg, Meat and Fish",Meat Products,sausage
2724,C1824,"Egg, Meat and Fish",Meat Products,pork
2724,C1824,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2724,C1824,"Bakery,Cakes and Dairy",Dairy Products,yogurt
2724,C1824,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2724,C1824,"Bakery,Cakes and Dairy",Bakery Products,brown bread
2724,C1824,Personal Care,Feminine Hygiene,napkins
2725,C1825,Fruits and Vegetables,Fresh Fruits,pip fruit
2725,C1825,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2725,C1825,"Bakery,Cakes and Dairy",Dairy Products,whipped/sour cream
2726,C1826,Fruits and Vegetables,Fresh Fruits,grapes
2726,C1826,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2727,C1827,Snacks and Branded Foods,Chocolates and Candies,chocolate marshmallow
2728,C1828,Beverages,Coffee,coffee
2729,C1829,Beverages,Energy and Soft Drinks,soda
2731,C1831,"Bakery,Cakes and Dairy",Dairy Products,butter
2731,C1831,Cleaning and Household,All purpose cleaner,cleaner
2732,C1832,Beverages,Fruit Juice & Drinks,fruit/vegetable juice
2732,C1832,"Food Grains, Oil and Masala",Dry Fruits,nut snack
2733,C1833,"Egg, Meat and Fish",Meat Products,meat
2734,C1834,Fruits and Vegetables,Fresh Fruits,pip fruit
2734,C1834,"Bakery,Cakes and Dairy",Dairy Products,butter
2734,C1834,"Bakery,Cakes and Dairy",Dairy Products,curd
2734,C1834,Snacks and Branded Foods,Chocolates and Candies,chocolate
2735,C1835,Fruits and Vegetables,Fresh Vegetables,other vegetables
2735,C1835,"Egg, Meat and Fish",Eggs,domestic eggs
2736,C1836,"Egg, Meat and Fish",Meat Products,frankfurter
2736,C1836,"Bakery,Cakes and Dairy",Bakery Products,white bread
2736,C1836,"Bakery,Cakes and Dairy",Cakes and Pastries,pastry
2736,C1836,"Kitchen, Garden and Pets",Pet Food and Accessories,dog food
2736,C1836,Beverages,Energy and Soft Drinks,soda
2737,C1837,"Bakery,Cakes and Dairy",Bakery Products,long life bakery product
2738,C1838,Fruits and Vegetables,Fresh Fruits,tropical fruit
2738,C1838,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2738,C1838,"Bakery,Cakes and Dairy",Dairy Products,sliced cheese
2738,C1838,Snacks and Branded Foods,Spreads and Sauces,mayonnaise
2738,C1838,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2738,C1838,"Food Grains, Oil and Masala",Masalas and Spices,mustard
2739,C1839,"Bakery,Cakes and Dairy",Dairy Products,whole milk
2739,C1839,"Bakery,Cakes and Dairy",Bakery Products,white bread
2739,C1839,Snacks and Branded Foods,Snacks and Namkeen,salty snack
2742,C1842,Fruits and Vegetables,Fresh Vegetables,other vegetables
2742,C1842,"Bakery,Cakes and Dairy",Dairy Products,whipped/sour cream
2742,C1842,"Bakery,Cakes and Dairy",Cakes and Pastries,pastry
2743,C1843,Beverages,Energy and Soft Drinks,soda
2744,C1844,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2744,C1844,Beverages,Energy and Soft Drinks,soda
2744,C1844,Snacks and Branded Foods,Chocolates and Candies,candy
2746,C1846,"Bakery,Cakes and Dairy",Bakery Products,rolls/buns
2747,C1847,"Bakery,Cakes and Dairy",Icecream and Dessert,dessert
2747,C1847,"Bakery,Cakes and Dairy",Icecream and Dessert,frozen dessert
2749,C1849,"Bakery,Cakes and Dairy",Dairy Products,butter
2749,C1849,"Egg, Meat and Fish",Eggs,domestic eggs
2749,C1849,Snacks and Branded Foods,"Noodle, Pasta, Vermicelli",pasta
2749,C1849,Beverages,Fruit Juice & Drinks,fruit/vegetable juice
